zdanie,spójnik,typ,sent_id
"Okazało się, że radiowego reportera wprowadził na salę socjalistyczny polityk József Sipos, którego natychmiast wyrzucono z partii.","[',', ',']","['10', '55']",NKJP_1M_1202900001006/morph_26-p/morph_26.66-s
"Nie wiem, czemu ich zapamiętałem.","[',']",['10'],NKJP_1M_3104000000002/morph_7-p/morph_7.28-s
"Stali na chodniku przed odrapanym budynkiem w Erewanie, w którym mieścił się Komitet Karabachu.","[',']",['34'],NKJP_1M_3104000000002/morph_7-p/morph_7.20-s
"– Alif jest majorem – odpowiedział kierowca, zaglądając mi głęboko w oczy.","[',']",['43'],NKJP_1M_3104000000002/morph_9-p/morph_9.70-s
"Kiedyś zapytałem kierowcę naszego gazika, kim właściwie jest mój przewodnik?","[',']",['24'],NKJP_1M_3104000000002/morph_9-p/morph_9.56-s
"Najciekawiej zapowiada się w Moskwie, gdzie miejscowy Spartak podejmuje Ajax Amsterdam.","[',']",['21'],NKJP_1M_1305000000933/morph_1-p/morph_1.22-s
"Spojrzałam na niego, jakby w ogrodzie Sobczyńskich wysiadł przed chwilą z talerza kosmitów.","[',']",['16'],NKJP_1M_3102000011/morph_7-p/morph_7.16-s
"Szukał słów najwłaściwszych, najprostszych.","[',']",['15'],NKJP_1M_3102000011/morph_10-p/morph_10.38-s
"Janek wstał, żeby zwrócić kierowcy uwagę, że i jego obowiązuje znak zakazu ustawiony przy parkingu.","[',', ',']","['12', '31']",NKJP_1M_3102000011/morph_6-p/morph_6.38-s
"Już wówczas Kukliński wspomniał, że nie będzie w stanie opłacić obowiązującego w Polsce podatku od darowizny.","[',']",['19'],NKJP_1M_1305000001960/morph_1-p/morph_1.50-s
"Dodawał też, że korzystał z jawnych źródeł.","[',']",['11'],NKJP_1M_DP2003/morph_12-p/morph_12.47-s
"Także w Szpitalu Powiatowym funkcjonuje mammograf, na którym można dokonywać regularnych badań piersi.","[',']",['26'],NKJP_1M_DP2003/morph_44-p/morph_44.34-s
"Raz w miesiącu w budynku Urzędu Miejskiego przy ulicy Parkowej pełni swoje dyżury pielęgniarka, która prowadzi szkolenia dla kobiet w zakresie samokontroli piersi.","[',']",['80'],NKJP_1M_DP2003/morph_44-p/morph_44.59-s
"Tenisiści stołowi Energetyka Opoki Trzebinia znają już terminy spotkań barażowych o I ligę, w których ich rywalem będzie zwycięzca II ligi łódzko-świętokrzyskiej Start Brzezina.","[',']",['68'],NKJP_1M_DP2003/morph_39-p/morph_39.28-s
"Kolejną znaczącą kwotą jest subwencja oświatowa, która wyniesie ponad 3,5 mln zł.","[',']",['27'],NKJP_1M_DP2003/morph_26-p/morph_26.55-s
"- Nie chcą, bym ich utrzymywał.","[',']",['12'],NKJP_1M_DP2003/morph_20-p/morph_20.30-s
"Nawet u mnie nie byli, bo formalności wizowe trwały zbyt długo.","[',']",['33'],NKJP_1M_DP2003/morph_20-p/morph_20.55-s
"Za nieprzypadkowe przy tym uznał ujawnienie przez prokuraturę informacji, że rozpoczęto właśnie śledztwo w sprawie domniemanego przyjęcia korzyści materialnej przez prezydenta miasta.","[',']",['39'],NKJP_1M_1305000000602/morph_1-p/morph_1.64-s
"W celu zabezpieczenia się przed osobami fałszującymi wpisy do logo witryn, OneStat.com zastosował metodę sprawdzania kodu JavaScriptu przeglądarki.","[',']",['89'],NKJP_1M_1305000000040/morph_1-p/morph_1.22-s
"Słońce prażyło z ukosa, wysysając do spółki z głodem siłę ze zmęczonych ciał.","[',']",['18'],NKJP_1M_2002000047/morph_7-p/morph_7.57-s
"- Panie podchorąży, niech się pan pośpieszy.","[',']",['12'],NKJP_1M_2002000047/morph_8-p/morph_8.49-s
"To oczywiście nie znaczy, żeby po tym niepowodzeniu Agnus zrezygnował ze swych celów życiowych.","[',']",['17'],NKJP_1M_2004000000600/morph_116-p/morph_116.16-s
"O tych wszystkich wydarzeniach Agnus dowiedział się z opóźnieniem, gdyż rodzice w pierwszym okresie nie chcieli przekazywać mu złych wiadomości.","[',']",['57'],NKJP_1M_2004000000600/morph_117-p/morph_117.22-s
"Grad kul z broni maszynowej sypał się na obóz z zupełnie ciemnej jeszcze strony północno-zachodniej w stronę wschodnią, lekko dopiero się rozjaśniającą.","[',']",['137'],NKJP_1M_2004000000600/morph_56-p/morph_56.26-s
"Jednak Agnus przestał się już właściwie pocić, w każdym razie nie tak obficie, bo był już mocno odwodniony, choć po drodze pił z kilku studni.","[',', ',', ',']","['64', '28', '88']",NKJP_1M_2004000000600/morph_15-p/morph_15.39-s
"Teraz uświadomił sobie, że nie zna hasła na ten dzień.","[',']",['16'],NKJP_1M_2004000000600/morph_61-p/morph_61.23-s
"Jeżeli to i prawda, to może zantagonizowana ludność, która wiele wycierpiała, miała jakiś udział w rzuceniu żeru tym wilkom.","[',', ',', ',', 'to']","['32', '60', '16', '135']",NKJP_1M_2004000000600/morph_60-p/morph_60.37-s
"Wszystkie inne warunki miały być ustalone później, na konferencji pokojowej.","[',']",['32'],NKJP_1M_2004000000600/morph_60-p/morph_60.71-s
"Efektowne uderzenie, bez najmniejszej wątpliwości lepsze od niemieckiego Blitzkrieg'u, wspaniałe.","[',', ',']","['11', '51']",NKJP_1M_2004000000600/morph_44-p/morph_44.38-s
"Bardzo żałuje, że robił dotąd.","[',']",['12'],NKJP_1M_2004000000600/morph_1-p/morph_1.7-s
"Raczej to szczęście, że się w porę dowiedział.","[',']",['15'],NKJP_1M_2004000000600/morph_1-p/morph_1.53-s
"Do poważniejszych walk doszło w Grodnie, gdzie po odejściu garnizonu pozostały mobilizujące się dopiero oddziały tyłowe.","[',']",['27'],NKJP_1M_2004000000600/morph_109-p/morph_109.18-s
"Oczywiście, to było konstruktywne myślenie.","[',']",['5'],NKJP_1M_2004000000600/morph_94-p/morph_94.7-s
"Pozwól, by inni dowiedzieli się, że potrzebujesz wsparcia.","[',', ',']","['8', '25']",NKJP_1M_3304000000002/morph_3-p/morph_3.59-s
"Podtrzymywanie tego, co jest.","[',']",['12'],NKJP_1M_3304000000002/morph_8-p/morph_8.6-s
"Udajemy sami przed sobą, że nic złego się nie dzieje.","[',']",['22'],NKJP_1M_3304000000002/morph_8-p/morph_8.57-s
"W wielu rodzinach dziewczynki nadal wychowuje się tak, by służyły innym.","[',']",['34'],NKJP_1M_3304000000002/morph_4-p/morph_4.13-s
"""Dobrze, kochanie, już z tobą siadam"".","[',', ',']","['9', '14']",NKJP_1M_3304000000002/morph_5-p/morph_5.43-s
"Z decyzji cieszą się związkowcy, którzy żądali odwołania dyrektora.","[',']",['21'],NKJP_1M_1303900005/morph_7-p/morph_7.11-s
"Cieszymy się jednak, że zarząd w końcu podjął konkretną decyzję - ocenia Robert Stela, przewodniczący Związku Zawodowego Ratowników Medycznych w mieleckim pogotowiu.","[',', ',']","['15', '74']",NKJP_1M_1303900005/morph_7-p/morph_7.52-s
"Niestety, wczoraj Arkadiusz Pióro nie odbierał telefonu.","[',']",['5'],NKJP_1M_1303900005/morph_7-p/morph_7.61-s
"Jest jednym z nielicznych polskich twórców, którzy zrobili prawdziwie wielką międzynarodową karierę.","[',']",['26'],NKJP_1M_1303900005/morph_17-p/morph_17.25-s
"Sylwester Kopcyki wyklucza jednak, aby odpady były ich sprawką.","[',']",['19'],NKJP_1M_1303900005/morph_22-p/morph_22.51-s
"Zapytam, jakiej pomocy oczekuje.","[',']",['8'],NKJP_1M_1303900005/morph_6-p/morph_6.48-s
"Wyrównują one nierówności, jednocześnie przyklejając płytki.","[',']",['15'],NKJP_1M_1303900005/morph_26-p/morph_26.36-s
"Na rynku dostępne są kleje, które można stosować nawet w warstwie o grubości od 4 do nawet 20 milimetrów, na przykład ""cal n"".","[',', ',']","['24', '272']",NKJP_1M_1303900005/morph_26-p/morph_26.28-s
"Jerzy Masztaler, Świt: - Jestem zadowolony ze zdobytego punktu, bo Radomiak był w tym meczu drużyną lepszą.","[',', ',']","['9', '109']",NKJP_1M_1303900005/morph_20-p/morph_20.21-s
"Można sądzić, że w innych gminach jest podobnie.","[',']",['13'],NKJP_1M_1202900098/morph_6-p/morph_6.10-s
"Wynik głosowania poddały krytyce miejscowe grupy ""obrony praw człowieka"", które przestrzegały, że taka decyzja może uruchomić lobby przeciwko przyłączeniu Rumunii do Unii Europejskiej.","[',', ',']","['46', '59']",NKJP_1M_1305000001144/morph_1-p/morph_1.67-s
"Przeciwko zmianom w kodeksie karnym, które znosiłyby kary do siedmiu lat więzienia za stosunki homoseksualne, głosowała Izba Deputowanych (niższa izba parlamentu).","[',', ',']","['21', '249']",NKJP_1M_1305000001144/morph_1-p/morph_1.39-s
"- Spotkaliśmy się, towarzyszu rektorze...","[',']",['12'],NKJP_1M_2002000093/morph_4-p/morph_4.10-s
"Nagranie, do którego dotarliśmy, wykonane zostało przez tajnych agentów SKW w dzień poprzedzający katastrofę energetyczną w Zachodniopomorskiem.","[',', ',']","['8', '31']",NKJP_1M_GazetaGoleniowska/morph_42-p/morph_42.59-s
"Już od kilku miesięcy mówi się, że bardzo poważnym kandydatem do objęcia tej funkcji jest obecny wiceburmistrz Nowogardu, Artur Gałęski.","[',', ',']","['33', '87']",NKJP_1M_GazetaGoleniowska/morph_17-p/morph_17.23-s
"Obiekt ma powstać w miejscu, gdzie kiedyś stała mleczarnia.","[',']",['23'],NKJP_1M_GazetaGoleniowska/morph_22-p/morph_22.13-s
"12 lat pozbawienia wolności grozi trzem mężczyznom, którzy w jednej z podprzybiernowskich wsi dokonali brutalnego rozboju.","[',']",['42'],NKJP_1M_GazetaGoleniowska/morph_61-p/morph_61.61-s
"Od rana jeden z pasów biegnącej przez sam środek miasta ulicy był zajęty przez pogotowie wodno-kanalizacyjne, które wymieniało pęknięty element łączący rury z wodą.","[',']",['95'],NKJP_1M_GazetaGoleniowska/morph_63-p/morph_63.28-s
"Wykonany został już cokół, na którym ustawiony zostanie pamiątkowy MiG-21.","[',']",['18'],NKJP_1M_GazetaGoleniowska/morph_34-p/morph_34.12-s
"Pod koniec sierpnia stanąć ma na cokole kadłub samolotu MiG-21, który upamiętnić ma stacjonujący przed laty w Goleniowie 2. Pułk Lotnictwa Myśliwskiego ""Kraków"".","[',']",['45'],NKJP_1M_GazetaGoleniowska/morph_34-p/morph_34.61-s
"Wystarczy wybrać się na spacer do lasu, by się przekonać, że znacznie więcej czasu pioświęcić będą musieli na to leśnicy.","[',', ',']","['29', '42']",NKJP_1M_GazetaGoleniowska/morph_33-p/morph_33.34-s
"Jak ustaliła policja, wcześniej pływał on po jeziorze łódką.","[',']",['17'],NKJP_1M_GazetaGoleniowska/morph_37-p/morph_37.21-s
"Imprezę zakończy oczywiście zabawa taneczna, która trwać będzie do późnej nocy.","[',']",['21'],NKJP_1M_GazetaGoleniowska/morph_19-p/morph_19.57-s
"– Niech sobie spokojnie u nas, w Hermańcach, wypoczywa.","[',', ',']","['22', '30']",NKJP_1M_2004000043/morph_7-p/morph_7.62-s
"Niech się raduje – myślałem, szybko wycofując się do furtki.","[',']",['26'],NKJP_1M_2004000043/morph_7-p/morph_7.50-s
"Zaczynałem rozumieć, że radość z własnego rozumu też może być ograniczona.","[',']",['14'],NKJP_1M_2004000043/morph_2-p/morph_2.33-s
"Już wcześniej odkryto, że niektóre bakterie żyjące w ziemi wytwarzają enzym o nazwie epothilone będący skutecznym lekiem przeciwko wielu odmianom raka.","[',']",['15'],NKJP_1M_1305000001705/morph_1-p/morph_1.23-s
"Poczułem głęboką wdzięczność do Naczelnego za to, że tak o wszystkim pamiętał.","[',']",['31'],NKJP_1M_3102000000056/morph_2-p/morph_2.15-s
"Machał na Hunta ponaglająco, jakby w istocie w Nicholasa mocy było jeszcze bardziej przyspieszyć pracę nóg.","[',']",['19'],NKJP_1M_2002000173/morph_9-p/morph_9.73-s
"Odpalił to makro, nawet nie wychodząc z trybu edycji.","[',']",['16'],NKJP_1M_2002000173/morph_8-p/morph_8.11-s
"- Jasne, że zatańczę.","[',']",['11'],NKJP_1M_2002000039/morph_3-p/morph_3.6-s
"Nim Marcin odejdzie, dzieje się coś dziwnego.","[',']",['50'],NKJP_1M_2002000039/morph_3-p/morph_3.20-s
"Harcerze zbierają niepotrzebne rowery, aby po naprawie przekazać je Domowi Dziecka w Kórniku-Bninie.","[',']",['21'],NKJP_1M_1305000000417/morph_1-p/morph_1.39-s
"Powiedzieli mi, że ojciec popełnił samobójstwo.","[',']",['12'],NKJP_1M_3102000027/morph_3-p/morph_3.38-s
"Beacie towarzyszył mój starszy kuzyn, inżynier Wacław Straszyński.","[',']",['22'],NKJP_1M_3102000027/morph_3-p/morph_3.30-s
"Lamentują, jakby śpiewali.","[',']",['8'],NKJP_1M_3102000000070/morph_2-p/morph_2.63-s
"Piszę o tym w przekonaniu, że zmiana takich postaw nie dokona się sama.","[',']",['22'],NKJP_1M_2004000003/morph_4-p/morph_4.42-s
"Mecenasem przedsięwzięcia było Binowo-Park, firma Sławomira Pińskiego.","[',']",['19'],NKJP_1M_1305000000480/morph_1-p/morph_1.58-s
"Modernizacja Opla Frontery miała uczynić go bardziej przyjaznym dla użytkowników, nie zmniejszając jednocześnie jego możliwości.","[',']",['44'],NKJP_1M_1202900070/morph_8-p/morph_8.82-s
"- Blondynka popatrzyła na tancerzy, którzy przy bufecie głośno rozmawiali z właścicielem knajpy.","[',']",['84'],NKJP_1M_2002000179/morph_1-p/morph_1.28-s
"One myślą, że to ja, bo ktoś podaje mój adres.","[',', ',']","['32', '13']",NKJP_1M_2002000179/morph_2-p/morph_2.48-s
"Elementy macierzowe przejść (E2) są łatwe do określenia dla niskoleżących stanów, to samo w niektórych przypadkach dla przejść (E3).","[',']",['51'],NKJP_1M_1202900099/morph_2-p/morph_2.45-s
"Miał nadzieję, że kiedyś mu nie odmówi.","[',']",['13'],NKJP_1M_2002000056/morph_3-p/morph_3.26-s
"Brzęcząc pustymi kuflami, weszła do środka.","[',']",['21'],NKJP_1M_2002000056/morph_3-p/morph_3.83-s
"Kiwek, spluwając w palce, uważnie odliczał złotówki.","[',', ',']","['7', '20']",NKJP_1M_2002000056/morph_3-p/morph_3.51-s
"Przyznam, że nie jestem najlepszy w te klocki.","[',']",['8'],NKJP_1M_2002000056/morph_2-p/morph_2.19-s
"Rozliczenia bezgotówkowe są przeprowadzane za pomocą czeków rozrachunkowych, którymi mogą być także zwykłe czeki, oznaczone napisem ""tylko do rozrachunku"".","[',', ',']","['35', '61']",NKJP_1M_3204000000102/morph_1-p/morph_1.37-s
"Marszałek Sejmu określa, w drodze zarządzenia, wzory druków stosowanych w działalności kontrolnej Państwowej Inspekcji Pracy.","[',', ',']","['15', '27']",NKJP_1M_6101000218/morph_1-p/morph_1.18-s
"Niezależnie od rodzaju szczepionki, pełna ochrona trwa przez około trzy lata.","[',']",['17'],NKJP_1M_1204900000001/morph_36-p/morph_36.13-s
"W puszce głowowej wielu gatunków owadów widoczne są miejsca, przez które światło może łatwo przenikać w głąb mózgu.","[',']",['53'],NKJP_1M_1204900000001/morph_76-p/morph_76.20-s
"Gdyby tak było, w roli matematyka doskonale spisywałby się komputer.","[',']",['66'],NKJP_1M_1204900000001/morph_45-p/morph_45.62-s
"Zimą, przylatując na popas do Polski, zadowala się pozostałymi na krzakach jagodami.","[',', ',']","['7', '34']",NKJP_1M_1204900000001/morph_50-p/morph_50.39-s
"W jej przypadku procesy specjacji, polegające na poszukiwaniu odpowiednich form w kształtowaniu się gatunku, toczą się nadal bardzo intensywnie.","[',', ',']","['22', '214']",NKJP_1M_1204900000001/morph_9-p/morph_9.37-s
"Łatwość, z jaką powstają mieszańce, przemawia za młodym wiekiem całej rodziny storczykowatych.","[',', ',']","['8', '26']",NKJP_1M_1204900000001/morph_9-p/morph_9.15-s
Na własne oczy możemy więc obserwować ten ruch ewolucyjny podany w tak niezwykle pięknej oprawie.,['więc'],['18'],NKJP_1M_1204900000001/morph_9-p/morph_9.53-s
Dla czternastolatków sześćdziesięcioletnich warto by natomiast zastosować większą czcionkę.,['natomiast'],['18'],NKJP_1M_1204900000001/morph_35-p/morph_35.72-s
"Gdy Shackleton wracał do kraju, w Londynie sposobiła się do wyruszenia na biegun południowy następna ekspedycja brytyjska.","[',']",['163'],NKJP_1M_1204900000001/morph_13-p/morph_13.19-s
"Ich niski status społeczny sprawia, że poza czasem widowisk obrzędowych nie odgrywają oni istotnej roli w lokalnym życiu publicznym.","[',']",['22'],NKJP_1M_1204900000001/morph_116-p/morph_116.21-s
"Są ponadto zależni od społeczności wyższych, które mają zwyczajowe prawo ingerowania w życie tych ludzi.","[',']",['58'],NKJP_1M_1204900000001/morph_116-p/morph_116.38-s
"Nowe badania, przeprowadzone przez zespół z Instytutu Psychiatrii w Londynie, pozbawiły ich nawet tych ostatnich złudzeń.","[',', ',']","['11', '68']",NKJP_1M_1204900000001/morph_156-p/morph_156.44-s
"Po przebadaniu 650 staruszków londyńscy psychiatrzy doszli do wniosku, że palacze częściej cierpią na ""intelektualną niepełnosprawność"" po przekroczeniu 65 lat życia.","[',']",['44'],NKJP_1M_1204900000001/morph_156-p/morph_156.69-s
"To scenariusz zgodny z przewidywaniami klimatologów, którzy zakładają, że dalsze ocieplanie Ziemi zwiększy ilość opadów.","[',', ',']","['28', '41']",NKJP_1M_1204900000001/morph_142-p/morph_142.61-s
"Tylko naiwni wierzą w to, że rzecz, która nie jest nazwana, nie istnieje [...].","[',', ',', ',']","['38', '76', '116']",NKJP_1M_1204900000001/morph_59-p/morph_59.96-s
"Zapewne samica, która w przyszłości sama będzie wychowywać młode, łatwiej sobie poradzi, polując na dobrze znanym terenie.","[',', ',', ',']","['10', '98', '164']",NKJP_1M_1204900000001/morph_28-p/morph_28.48-s
"Wśród trzech pozostałych młodych rysi śledzonych telemetrycznie, które osiedliły się w Puszczy Białowieskiej, były dwie samice.","[',', ',']","['32', '60']",NKJP_1M_1204900000001/morph_28-p/morph_28.19-s
"Miasto Roskilde, odległe o 30 km od Kopenhagi, słynie z charakterystycznej sylwetki katedry, w której spoczywają królowie Danii.","[',', ',', ',']","['123', '11', '58']",NKJP_1M_1204900000001/morph_105-p/morph_105.22-s
"Początek znanego nam Wszechświata, czyli Wielki Wybuch, nastąpił około 13 mld lat temu.","[',', 'czyli', ',']","['23', '102', '34']",NKJP_1M_1204900000001/morph_84-p/morph_84.16-s
"Wystarczyło jednak tylko około 200 mln lat, by inteligencja zaistniała na bazie wystarczająco skomplikowanych organizmów żywych.","[',']",['50'],NKJP_1M_1204900000001/morph_84-p/morph_84.34-s
"Fermio szacował, że ziemska cywilizacja może rozprzestrzenić się na całą Galaktykę w ciągu 100 mln lat.","[',']",['12'],NKJP_1M_1204900000001/morph_84-p/morph_84.52-s
"W środowisku zmienionym przez działalność człowieka, ofiary często mają mniejsze szanse ukrycia się przed drapieżnikami.","[',']",['44'],NKJP_1M_1204900000001/morph_61-p/morph_61.25-s
"Mimo licznych usiłowań, nie udało się skomunikować z prezesem PAA, więc około godz. 17:00 informację o zagrożeniu radiacyjnym kraju przekazałem sekretarzowi naukowemu PAN, prof. Janowi Kaczmarkowi, który zobowiązał się natychmiast zawiadomić premiera.","[',', 'więc', ',', ',', ',']","['73', '75', '15', '151', '215']",NKJP_1M_1204900000001/morph_63-p/morph_63.84-s
"Swoją drogą, niedoścignionym marzeniem naukowców w Polsce pozostaje takie zainteresowanie mediów problematyką naukową.","[',']",['205'],NKJP_1M_1204900000001/morph_4-p/morph_4.68-s
"Ocenia się, że referendum na temat dopuszczalności zastosowań biotechnologii poprzedziła jedna z najintensywniejszych kampanii propagandowych, jakie kiedykolwiek towarzyszyły ogólnonarodowemu referendum w Szwajcarii.","[',', ',']","['10', '76']",NKJP_1M_1204900000001/morph_4-p/morph_4.25-s
"Paracelsus zmarł w 1541 roku w gospodzie w Salzburgu, nie zdoławszy wydobrzeć z ran otrzymanych podczas wynikłej tam burdy.","[',']",['37'],NKJP_1M_1204900000001/morph_151-p/morph_151.21-s
"Podobnie jak we współczesnej Japonii, również w Tybecie żywe są dawne herbaciane tradycje, chociaż przyczyny ich kultywowania są zgoła odmienne.","[',', ',']","['24', '70']",NKJP_1M_1204900000001/morph_131-p/morph_131.23-s
